"tarjim","pilih"
"bad","buruk , jahat , keji , nakal ."
"bad","buruk ; busuk ; jahat ; jelik"
"bad","busuk"
"bad","jahat"
"bad","lemah"
"lose","alah"
"lose","alah ; hilang ; kalah"
"lose","hilang"
"lose","kalah"
"lose","kehilangan"
"lose","kerugian"
"lose","korban"
"however","akan tetapi"
"however","bagaimanapun"
"however","namun"
"however","walau bagaimana"
"member","ahli"
"member","ahli ; anggota"
"member","anggauta"
"member","anggota"
"member","anggota / ahli"
"pay","bayar"
"pay","bayar , membayar ."
"pay","bayaran"
"pay","bayarlah"
"pay","berbayar"
"pay","dibayar"
"pay","gaji"
"pay","membayar"
"pay","membayar ; membayarkan"
"law","hukum"
"law","hukum , undang-undang , peraturan adat ."
"law","hukum ; undang ; undang-undang"
"law","kanun"
"law","peraturan"
"law","undang-undang"
"meet","berapat"
"car","kereta"
"car","mobil"
"car","motoka"
"car","motokar"
"city","bandar"
"city","bandar raya"
"city","bandaraya"
"city","bandaraya ; kota ; puri"
"city","Bangi"
"city","kota"
"city","kotaraya"
"almost","hampir"
"almost","hampir , dekat , nyaris ."
"almost","hampir ; hampir-hampir ; nyaris"
"almost","nyaris"
"include","berisi"
"include","memasukkan"
"include","mengandungi"
"include","menggolongkan"
"include","menyertakan"
"include","rangkum"
"include","termasuk"
"continue","lanjar"
"continue","malar"
"continue","meneruskan"
"set","aliran"
"set","arah"
"set","beka"
"later","entar"
"later","kemudian"
"later","kemudian ; nanti"
"later","kemudiannya"
"later","lain kali"
"later","nanti"
"later","nanti , belakangan , entar , besok , kelak , belakang ."
"later","nantinya"
"later","selepas itu"
"later","selepasnya"
"community","kaum"
"community","komunitas"
"community","komuniti"
"community","masyarakat"
"much","banyak"
"much","banyak-banyak"
"much","dengan banyaknya"
"much","kebanyakan"
"name","Abd"
"name","menamai ; menamakan"
"name","menamakan"
"name","mencalonkan"
"name","menyatakan"
"name","Muhd"
"name","nama"
"five","berlima"
"five","lima"
"five","lima ; panca"
"five","panca"
"once","bekas"
"once","dahulu"
"once","dulu"
"once","segera"
"once","sekali"
"white","putih"
"white","putihlah"
"least","kelumit"
"least","sedikit"
"least","sekecil-kecilnya"
"least","sekelumit"
"least","tersedikit"
"least","tersedikit , terkecil , terkurang ."
"president","presiden"
"president","Yang Dipertua"
"learn","belajar"
"learn","belajar , mempelajari ."
"learn","mempelajari"
"learn","mendapat tahu"
"learn","mengaji"
"learn","mengkaji"
"change","alih"
"change","alih ; perubahan ; ubah"
"change","berubah , mengubah , menggantikan , menukar ; peralihan , perubahan ."
"team","berkumpul"
"team","berpasukan"
"team","kumpulan"
"team","mengumpulkan"
"team","pasukan"
"team","pasukan ; bertindak sebagai satu pasukan"
"minute","halus"
"minute","kumin"
"minute","menit"
"minute","minit"
"minute","renik"
"minute","sebentar"
"minute","seni"
"best","paling"
"best","paling baik"
"best","terbaik"
"best","unggul"
"several","beberapa"
"several","beberapa ; berbilang"
"several","i) beberapa (ii) berlainan , masing?-masing ."
"idea","akal"
"idea","brainwave"
"idea","fikiran"
"idea","gagasan"
"idea","gagasan ; tanggapan"
"idea","ide"
"idea","ide , pikiran ."
"idea","idea"
"idea","pendapat"
"kid","acah"
"kid","bergurau"
"kid","berolok-olok"
"kid","bersenda"
"kid","budak"
"kid","gurau"
"kid","membohongi"
"kid","mempermainkan"
"kid","mengacah"
"body","anggota"
"body","badan"
"body","badan ; jasad ; jisim ; tubuh"
"body","batang jasad"
"body","jasad"
"body","jasad ; badan"
"information","informasi"
"information","keterangan"
"information","khabar"
"information","makluman"
"information","maklumat"
"information","maklumat , khabar , penerangan ."
"information","penerangan"
"nothing","bukan"
"nothing","tiada"
"nothing","tiada langsung"
"nothing","tiada satu apa pun"
"nothing","tidak ada"
"nothing","tidak ada apa"
"nothing","tidak ada sesuatu pun"
"nothing","tidak ada yang"
"nothing","tidak apa"
"nothing","tidak apa-apa"
"ago","dahulu"
"ago","lepas"
"ago","yang lalu ,sudah ."
"right","adil"
"right","baik"
"right","benar"
"right","benar , betul ."
"right","betul"
"right","elok"
"right","hak"
"lead","bimbing"
"lead","lopor"
"lead","membimbing ; mengetuai ; pimpin"
"lead","memimpin"
"lead","mendahului"
"social","kemasyarakatan"
"social","penganut sosialisme"
"social","pergaulan"
"social","sosial"
"social","yang suka bergaul , sosial ."
"understand","difahami"
"understand","dimengerti"
"understand","dipahami"
"understand","dirasakan"
"understand","faham"
"understand","fahami"
"understand","fahamlah"
"whether","adakah"
"whether","apakah"
"whether","sama-ada"
"whether","samada"
"back","balik"
"back","bantu ; belakang ; punggung"
"back","basket"
"back","bek"
"back","belakang"
"back","belakang , bahagian belakang , punggung ."
"back","di balik"
"back","di belakang"
"back","di punggung"
"watch","arloji ; jam"
"watch","arloji-tangan , arloji-tangan ."
"watch","berjaga"
"watch","berwaspada"
"watch","i) berjaga , berwaspada , memerhati (ii) jam , arloji ."
"together","berjemaah"
"together","bersama"
"together","bersama-sama"
"together","sama"
"together","sama-samalah"
"together","seiringan"
"together","sekalian"
"together","selawatlah"
"around","berkeliling ; keliling"
"around","dekat"
"around","di sekeliling"
"around","kira-kira"
"around","kurang lebih"
"around","lebih kurang"
"around","sekeliling"
"around","sekiling"
"around","sekitar"
"around","seputar"
"parent","ayah atau ibu"
"parent","ibu bapa"
"parent","induk"
"parent","orang tua"
"only","aja"
"only","aje"
"only","cuma"
"only","cuma ; hanya ; sahaja ; sekadar"
"face","berhadapan ; menghadapi"
"anything","apa"
"anything","apa pun"
"anything","apa saja"
"anything","apa-apa"
"anything","apa-apa jua"
"anything","sebarang"
"create","buat"
"create","cipta"
"create","ciptakan"
"create","ciptalah"
"create","diciptakan"
"create","membentuk ; mencipta ; menjadikan ; menjelmakan ; reka"
"create","mencipta"
"public","am"
"public","awam"
"public","awam ; rakyat ; terbuka ; umum"
"public","masyarakat"
"public","orang awam"
"public","publik"
"public","raya"
"public","umum"
"already","dah"
"already","pernah"
"already","sudah"
"already","sudahpun"
"already","telah"
"already","telah , sudah , sedia ."
"already","udah"
"speak","berbicara"
"speak","bercakap"
"speak","bercakap , bicara , berbicara , berfirman ."
"others","lain"
"others","lain-lainnya"
"read","baca"
"read","bacaan"
"read","bacakanlah"
"read","bacalah"
"read","dibaca"
"read","dibacakan"
"read","dibacakanlah"
"level","aras"
"level","aras ; rata ; peringkat"
"level","datar"
"add","bubuh"
"add","campur"
"add","membubuhi ; membubuhkan ; tambah"
"add","menambah"
"office","gedung"
"office","gedung ; pejabat"
"office","jabatan"
"office","jawatan"
"office","kantor"
"office","ofis"
"office","pejabat"
"office","tugas"
"spend","berbelanja"
"spend","berbelanja ; membelanjakan"
"spend","membelanjakan"
"door","daun pintu"
"door","laluan"
"door","pintu"
"health","keafiatan"
"health","kebetahan"
"health","kesegaran"
"health","kesehatan"
"health","kesihatan"
"health","kesihatan , kewarasan , kesegaran ."
"person","Empok"
"person","Malini"
"person","orang"
"art","halus"
"art","indah"
"art","kepandaian"
"art","kesenian"
"art","ketukangan"
"art","seni"
"art","seni , lukisan ."
"sure","pasti"
"sure","pasti ; sahih ; tentu"
"sure","tentu"
"sure","tetap"
"sure","yakin"
"such","begini , begitu ."
"such","demikian"
"war","berperang"
"war","peperangan"
"war","peperangan ; perang ; perjuangan"
"war","perang"
"war","perang , peperangan ; berperang ."
"history","hikayat"
"history","hikayat ; sejarah ; tawarikh"
"history","Ilmu Sejarah"
"history","Ilmu Tawarikh"
"history","riwayat"
"history","sejarah"
"history","tawarikh"
"party","berpesta"
"party","jamuan"
"party","jamuan ; pihak"
"party","kumpulan"
"party","partai"
"party","parti"
"party","pasukan"
"party","pesta"
"within","dalam"
"within","dalam lingkungan"
"within","dalam waktu"
"within","di dalam"
"grow","berkembang"
"grow","bertambah"
"grow","bertumbuh"
"grow","bertumbuhlah"
"grow","ditanam"
"grow","hidup"
"grow","membesar"
"result","akibat"
"result","akibat , akibat ."
"result","akibat ; ekoran ; hasil ; natijah"
"result","berakibat"
"result","berhasil"
"result","hasil"
"result","keputusan"
"result","keputusan / hasil"
"open","buka"
"open","bukakan"
"open","bukakanlah"
"change","alih"
"change","alih ; perubahan ; ubah"
"change","berubah , mengubah , menggantikan , menukar ; peralihan , perubahan ."
"morning","duha"
"morning","pagi"
"morning","pagi-pagi"
"walk","berjalan"
"walk","berjalan kaki"
"walk","berjalan kaki ; perjalanan kaki"
"walk","berjalan-jalan"
"walk","berjalanlah"
"walk","bersiar-siar"
"walk","jalan"
"walk","jalan kaki"
"reason","alasan"
"reason","alasan , sebab ; memberi sebab ."
"reason","alasan ; sebab ; sebab-musabab"
"reason","berbicara"
"reason","berhujah"
"reason","budi"
"reason","fasal"
"reason","kewarasan"
"reason","membicarakan"
"low","belum tinggi"
"low","berdenguh"
"low","berlenguh"
"low","class scoundrel"
"low","daerah tekanan rendah"
"low","denguh"
"low","down"
"low","kerendahan"
"win","berjaya"
"win","gondol"
"win","kemenangan"
"win","membolot ; menang ; menggondol"
"win","membuat"
"win","memenangi"
"win","menang"
"win","menawan"
"research","kaji"
"research","kajian"
"research","mengkaji"
"research","menyelidik"
"research","penelitian"
"girl","anak perempuan"
"girl","dara"
"girl","gadis"
"girl","gadis ; perempuan"
"girl","pemudi"
"girl","perawan"
"girl","puteri"
"guy","cowok"
"guy","gai / giuk"
"guy","jantan"
"guy","kawan"
"guy","orang"
"guy","pemuda"
"guy","tali"
"early","awal"
"early","awal , pagi , lebih daripada waktu yang dijangkakan ."
"early","awal ; cepat ; sempat ; siang-siang"
"early","awal-awal"
"early","awalnya"
"early","siang-siang"
"food","hidangan"
"food","konsumsi"
"food","makanan"
"food","makanan ; santapan"
"food","makanan-makanan"
"food","masakan"
"moment","bentar"
"moment","bentar ; jenak ; jurus ; kejap ; ketika ; saat"
"moment","detik"
"moment","jenak"
"moment","kejap"
"moment","ketika"
"moment","momen"
"moment","saat"
"moment","sebentar"
"himself","dia sendiri"
"himself","dirinya"
"air","1 water , liquid . 2 juice . BER- 1 have water . 2 juicy (as a fruit) . MENG- 1 turn into water . 2 like water . MENG--I 1 irrigate . 2 dilute with water . 3 give to drink . KE--AN flooded , inundated . PENG--AN irrigation . PER--AN wate"
"air","angin"
"air","angin , hawa , udara ."
"air","bayu"
"air","conditioner"
"air","gaya"
"air","hawa , udara , angin ."
"air","melodi"
"teacher","cikgu"
"teacher","cikgu ; guru ; pendidik ; pengajar"
"teacher","dosen"
"teacher","guru"
"teacher","guru , pengajar ."
"teacher","gurulah"
"teacher","pengajar"
"teacher","Rabbuni"
"force","angkatan"
"force","daya"
"offer","ditawarkan"
"offer","memajukan"
"offer","menawarkan"
"offer","menghulur"
"offer","menguntukan"
"offer","tawaran"
"offer","tawarkan"
"enough","agak"
"enough","cukup"
"enough","cukup ; mencukupi"
"enough","cukupnya"
"enough","kecukupan"
"both","berdua"
"both","dua-dua"
"both","kedua"
"both","kedua belah"
"both","kedua-dua"
"education","ajaran"
"education","asuhan"
"education","didikan"
"education","latihan"
"education","pelajaran"
"education","pendidikan"
"education","pendidikan , pelajaran ."
"education","pendidikan , pendidikan ."
"across","lintang"
"across","melintang"
"across","menyeberang"
"across","merentang"
"across","merentasi"
"across","seberang"
"across","seberang , lintang ."
"although","biarpun"
"although","kendati ; mahupun ; meskipun ; sekalipun ; sekalipun ; sungguhpun ; walaupun"
"although","meskipun"
"although","sungguhpun"
"although","walaupun"
"although","walaupun , meskipun ."
"remember","beringat"
"foot","asas"
"foot","berjalan"
"foot","berjalan kaki"
"foot","dasar"
"foot","kaki"
"foot","langkah"
"foot","membayar"
"foot","ruas"
"foot","tapakkan"
"second","detik"
"second","kedua"
"second","kedua ; saat"
"second","membantu"
"second","menyokong"
"second","saat"
"boy","anak laki-laki"
"boy","budak lelaki"
"boy","jongos"
"boy","jongos , pelayan ."
"boy","khadam"
"boy","ujang"
"maybe","agaknya"
"maybe","agaknya ; barangkali ; boleh jadi ; entah-entah ; jangan-jangan ; kalau-kalau ; mungkin ; untung-untung"
"maybe","barang kali"
"maybe","barangkali"
"maybe","boleh jadi"
"maybe","boleh jadi , mungkin ."
"maybe","kemungkinan"
"maybe","mungkin"
"toward","ke"
"toward","kepada"
"toward","mengarah"
"toward","menghala"
"toward","menjelang"
"toward","menuju"
"toward","terhadap"
"able","berdaya"
"able","berupaya"
"able","bisa"
"able","dapat"
"able","depat"
"able","larat ; sanggup ; tergamak"
"able","layak"
"able","mampu"
"age","baya"
"age","baya ; umur ; usia"
"age","jaman"
"age","peringkat"
"age","umur"
"age","umur , usia , baya ."
"age","usia"
"age","zaman"
"off","busuk"
"off","di luar"
"off","di samping"
"off","di tepi"
"off","dibatalkan"
"off","ditarik"
"off","ditekan"
"off","mati"
"off","medak"
"policy","dasar"
"policy","insurans"
"policy","kebijakan"
"policy","panduan"
"policy","polis"
"policy","polisi"
"policy","politik"
"everything","segala"
"everything","segala sesuatu"
"everything","segala-gala"
"everything","segala-galanya"
"everything","semua"
"love","asmara"
"love","asmara ; cinta ; kasih ; kasih sayang ; sayang"
"love","cinta"
"love","cintai"
"love","cintailah"
"love","cintakan"
"love","dicintai"
"process","aturan"
"process","cara"
"process","memproses"
"process","perjalanan"
"process","proses"
"process","taju"
"music","bunyi"
"music","bunyi-bunyian"
"music","musik"
"music","muzik"
"including","di antaranya"
"including","termasuk"
"including","termasuklah"
"including","termasuknya"
"consider","ambil kira"
"consider","hitung"
"consider","mengambil kira"
"consider","menganggap"
"consider","menimbang"
"consider","menimbangkan"
"consider","pandang ; tengok ; timbang"
"appear","kelihatan"
"appear","keluar"
"appear","menjelma"
"appear","muncul"
"appear","muncul ; tampil ; terbit ; timbul"
"appear","nampak , muncul , menjelma , timbul ."
"appear","nampaknya"
"actually","emang"
"actually","kebetulan"
"actually","memang"
"actually","sebenarnya"
"actually","sebenarnya , betulan , sedianya , benar-benar ."
"actually","seharusnya"
"actually","sesungguhnya"
"buy","beli"
"buy","belilah"
"buy","dibeli"
"buy","membeli"
"buy","membelikan"
"buy","mempercayai"
"buy","menerima"
"buy","pembelian"
"buy","percaya"
"buy","terima"
"probably","agaknya"
"probably","barangkali"
"probably","barangkali , agaknya ."
"probably","jangan-jangan"
"probably","mungkin"
"human","insan"
"human","insani"
"human","kemanusiaan"
"human","manusia"
"wait","ditunggu"
"wait","harapkan , mengharapkan , menunggu , tunggu ."
"wait","menanti"
"wait","menunggu"
"wait","menunggu seseorang , menanti ."
"wait","nanti"
"wait","nanti dulu"
"serve","bekerja"
"market","i) perniagaan barang tertentu (ii) membeli atau menjual di pasar"
"market","memasarkan"
"market","pasar"
"market","pasaran"
"market","pekan"
"send","berkirim"
"send","berkirim ; mengirimkan ; mengutus"
"send","hantar"
"send","hantar ; kirim ; utus"
"send","kirim"
"expect","berfikir"
"expect","berharap"
"expect","dikira"
"expect","duga"
"expect","fikir"
"expect","harap"
"expect","harapkan"
"expect","harapkan , mengharapkan , menunggu , tunggu ."
"home","berumah"
"home","di rumah"
"home","kediaman"
"home","negara"
"home","rehat"
"home","rumah"
"home","rumah tangga"
"sense","deria"
"sense","faham"
"sense","fikiran"
"sense","kesedaran"
"sense","kewarasan"
"sense","makna"
